external_id,email,push_enabled,marketing_opt_in,signup_date,country,attribution_source,last_purchase_at,purchase_count_90d,purchase_amount_90d,last_session_at,_segment_truth
u_008966,u_008966@example.com,1,1,2024-04-05,KR,googleadwords_int,2024-07-18,0,0,2024-07-06,Lost
u_012158,u_012158@example.com,1,0,2023-08-26,KR,googleadwords_int,2024-12-20,0,0,2025-03-01,Potential
u_010401,u_010401@example.com,1,0,2023-09-16,KR,Facebook Ads,2024-05-01,0,0,2024-06-30,Lost
u_002732,u_002732@example.com,1,0,2024-05-20,KR,organic,2024-10-09,0,0,2024-12-01,At-Risk
u_009656,u_009656@example.com,1,0,2023-05-21,KR,naver_search,2024-07-15,0,0,2024-05-21,Lost
u_010636,u_010636@example.com,1,1,2025-03-15,KR,googleadwords_int,2025-03-27,1,63214,2025-03-31,New
u_004138,u_004138@example.com,1,1,2023-11-21,KR,googleadwords_int,2024-11-08,0,0,2025-02-09,At-Risk
u_008494,u_008494@example.com,0,1,2022-11-18,KR,Facebook Ads,2024-03-16,0,0,2024-09-29,Lost
u_014612,u_014612@example.com,1,1,2024-05-26,KR,naver_search,2025-02-10,1,88812,2025-02-05,Potential
u_009438,u_009438@example.com,1,0,2022-11-26,KR,Facebook Ads,,0,0,2024-08-03,Lost
u_011349,u_011349@example.com,0,1,2025-03-20,KR,organic,2025-03-24,1,30580,2025-03-23,New
u_002875,u_002875@example.com,1,1,2022-05-09,KR,organic,2024-12-20,0,0,2024-12-22,At-Risk
u_003041,u_003041@example.com,0,0,2022-08-04,KR,Facebook Ads,2024-12-25,0,0,2024-12-31,At-Risk
u_001377,u_001377@example.com,1,1,2023-09-27,KR,referral,2025-02-24,4,301791,2025-03-22,Loyal
u_013966,u_013966@example.com,1,0,2022-12-24,KR,organic,2024-11-21,0,0,2025-01-08,Potential
u_005761,u_005761@example.com,1,0,2022-12-26,KR,naver_search,2024-12-10,0,0,2025-02-21,Hibernating
u_011762,u_011762@example.com,1,1,2024-04-03,KR,Facebook Ads,2025-02-17,3,249407,2025-01-22,Potential
u_009891,u_009891@example.com,0,0,2024-07-09,KR,googleadwords_int,2024-09-11,0,0,2024-05-02,Lost
u_011859,u_011859@example.com,0,0,2023-10-30,KR,organic,2024-11-25,0,0,2025-03-15,Potential
u_000620,u_000620@example.com,1,1,2023-02-20,KR,googleadwords_int,2025-02-16,9,1733290,2025-03-22,Champion
u_009386,u_009386@example.com,1,0,2023-10-26,KR,organic,2024-07-20,0,0,2024-09-20,Lost
u_007175,u_007175@example.com,1,1,2024-08-25,KR,googleadwords_int,2024-08-09,0,0,2024-08-21,Lost
u_006396,u_006396@example.com,1,1,2024-06-08,US,naver_search,2024-03-13,0,0,2024-06-09,Lost
u_008139,u_008139@example.com,1,1,2023-01-27,KR,referral,2024-03-21,0,0,2024-07-05,Lost
u_007630,u_007630@example.com,1,1,2022-09-28,KR,googleadwords_int,,0,0,2024-04-08,Lost
u_000972,u_000972@example.com,1,0,2024-03-09,KR,googleadwords_int,2025-01-17,8,627024,2025-03-22,Loyal
u_000466,u_000466@example.com,0,0,2024-01-04,US,naver_search,2025-03-08,5,575085,2025-03-22,Champion
u_007728,u_007728@example.com,1,1,2022-10-10,KR,naver_search,2024-08-15,0,0,2024-08-30,Lost
u_000591,u_000591@example.com,1,0,2024-07-06,KR,googleadwords_int,2025-03-16,6,878605,2025-03-30,Champion
u_001594,u_001594@example.com,0,1,2024-07-22,KR,referral,2025-01-14,10,1338740,2025-03-31,Loyal
u_001108,u_001108@example.com,1,1,2024-10-14,KR,Facebook Ads,2025-02-16,6,452264,2025-03-29,Loyal
u_005975,u_005975@example.com,0,0,2025-01-07,KR,Facebook Ads,2024-12-11,0,0,2024-12-13,Hibernating
u_010098,u_010098@example.com,1,1,2024-12-07,KR,googleadwords_int,2024-02-05,0,0,2024-03-04,Lost
u_005530,u_005530@example.com,1,1,2023-11-20,KR,naver_search,2024-11-28,0,0,2025-01-19,Hibernating
u_013237,u_013237@example.com,0,0,2023-06-30,KR,googleadwords_int,2024-12-17,0,0,2025-02-12,Potential
u_003244,u_003244@example.com,0,0,2023-03-17,KR,organic,2024-11-26,0,0,2025-01-28,At-Risk
u_014369,u_014369@example.com,1,0,2024-11-23,기타,Facebook Ads,2024-12-06,0,0,2025-01-08,Potential
u_000313,u_000313@example.com,1,0,2024-09-24,기타,organic,2025-02-18,6,1407117,2025-03-31,Champion
u_014804,u_014804@example.com,1,0,2024-02-07,KR,referral,2024-11-08,0,0,2025-02-10,Potential
u_000473,u_000473@example.com,1,1,2022-12-04,KR,naver_search,2025-02-04,9,930254,2025-03-21,Champion
u_005038,u_005038@example.com,0,1,2024-11-23,KR,organic,2024-10-25,0,0,2024-12-18,Hibernating
u_011423,u_011423@example.com,1,0,2025-03-05,KR,naver_search,,0,0,2025-03-22,New
u_014836,u_014836@example.com,0,1,2023-10-27,KR,organic,2024-12-22,0,0,2025-02-26,Potential
u_011228,u_011228@example.com,1,1,2025-03-30,KR,naver_search,2025-03-27,1,50557,2025-03-31,New
u_008347,u_008347@example.com,1,0,2023-09-08,KR,Facebook Ads,2024-09-04,0,0,2024-09-06,Lost
u_007494,u_007494@example.com,1,1,2023-04-26,KR,googleadwords_int,2024-07-01,0,0,2024-03-02,Lost
u_008557,u_008557@example.com,1,0,2022-08-23,JP,referral,2024-05-25,0,0,2024-05-11,Lost
u_013245,u_013245@example.com,1,1,2022-04-09,KR,organic,2025-02-07,1,84499,2025-01-01,Potential
u_006496,u_006496@example.com,1,0,2023-01-24,KR,googleadwords_int,2024-08-17,0,0,2024-07-28,Lost
u_002741,u_002741@example.com,1,1,2024-06-29,KR,googleadwords_int,2024-10-16,0,0,2025-02-04,At-Risk
u_006970,u_006970@example.com,1,1,2022-10-18,KR,Facebook Ads,,0,0,2024-03-20,Lost
u_011230,u_011230@example.com,0,0,2025-03-28,KR,naver_search,,0,0,2025-03-26,New
u_003385,u_003385@example.com,1,0,2022-05-31,KR,googleadwords_int,2024-11-07,0,0,2025-02-27,At-Risk
u_011074,u_011074@example.com,1,1,2025-03-11,KR,googleadwords_int,2025-03-26,1,5016,2025-03-31,New
u_009478,u_009478@example.com,0,0,2022-08-12,KR,googleadwords_int,,0,0,2024-07-05,Lost
u_004655,u_004655@example.com,1,0,2022-07-11,KR,googleadwords_int,2024-11-14,0,0,2025-02-04,Hibernating
u_011554,u_011554@example.com,1,1,2025-03-22,KR,organic,2025-03-07,1,22063,2025-03-23,New
u_000262,u_000262@example.com,0,1,2024-04-19,KR,Facebook Ads,2025-02-20,9,1722739,2025-03-23,Champion
u_000828,u_000828@example.com,1,0,2023-01-10,KR,organic,2025-02-23,7,999069,2025-03-28,Loyal
u_013007,u_013007@example.com,1,1,2022-11-12,KR,Facebook Ads,2024-11-04,0,0,2025-03-02,Potential
u_000789,u_000789@example.com,0,0,2023-01-08,KR,Facebook Ads,2025-01-06,10,1245423,2025-03-30,Loyal
u_006198,u_006198@example.com,0,1,2023-02-09,KR,googleadwords_int,2024-10-01,0,0,2024-05-25,Lost
u_005863,u_005863@example.com,1,1,2025-01-30,KR,Facebook Ads,2024-11-18,0,0,2025-03-01,Hibernating
u_012900,u_012900@example.com,1,1,2023-01-31,KR,organic,2024-12-17,0,0,2025-01-04,Potential
u_002856,u_002856@example.com,0,0,2022-04-28,KR,naver_search,2024-11-11,0,0,2025-01-02,At-Risk
u_003556,u_003556@example.com,1,1,2024-01-16,KR,referral,2024-10-10,0,0,2025-02-28,At-Risk
u_004807,u_004807@example.com,1,1,2024-08-16,KR,naver_search,2024-12-08,0,0,2025-01-22,Hibernating
u_012336,u_012336@example.com,1,1,2023-12-12,KR,Facebook Ads,2025-01-01,1,93922,2025-02-16,Potential
u_014016,u_014016@example.com,0,0,2024-02-20,KR,Facebook Ads,2025-01-03,2,112634,2025-02-26,Potential
u_014133,u_014133@example.com,1,1,2023-04-11,JP,referral,2024-12-22,0,0,2025-03-16,Potential
u_000731,u_000731@example.com,1,0,2024-09-07,KR,Facebook Ads,2025-03-07,7,730334,2025-03-22,Champion
u_005199,u_005199@example.com,0,0,2023-06-06,KR,organic,2024-12-01,0,0,2025-01-13,Hibernating
u_003918,u_003918@example.com,1,0,2024-01-04,KR,googleadwords_int,2024-10-16,0,0,2025-02-02,At-Risk
u_006889,u_006889@example.com,1,0,2022-07-26,기타,Facebook Ads,2024-04-23,0,0,2024-06-18,Lost
u_010844,u_010844@example.com,1,1,2025-03-22,KR,organic,2025-03-20,1,41836,2025-03-21,New
u_003233,u_003233@example.com,1,0,2024-10-30,KR,googleadwords_int,2024-10-15,0,0,2024-12-21,At-Risk
u_004351,u_004351@example.com,1,1,2024-06-27,KR,googleadwords_int,2024-11-11,0,0,2024-12-29,At-Risk
u_011085,u_011085@example.com,0,0,2025-03-22,KR,googleadwords_int,2025-03-30,1,33566,2025-03-29,New
u_005691,u_005691@example.com,0,0,2024-07-23,KR,naver_search,2024-11-20,0,0,2025-02-26,Hibernating
u_007602,u_007602@example.com,1,0,2024-05-11,KR,naver_search,2024-05-23,0,0,2024-06-04,Lost
u_009634,u_009634@example.com,1,0,2023-10-21,KR,Facebook Ads,2024-07-25,0,0,2024-08-14,Lost
u_011826,u_011826@example.com,1,1,2025-01-15,KR,googleadwords_int,2024-11-15,0,0,2025-02-05,Potential
u_007464,u_007464@example.com,1,1,2022-07-17,KR,referral,2024-03-01,0,0,2024-02-29,Lost
u_007874,u_007874@example.com,0,0,2023-04-27,KR,googleadwords_int,,0,0,2024-09-08,Lost
u_012004,u_012004@example.com,0,1,2022-07-28,KR,googleadwords_int,2025-01-31,1,38342,2025-01-24,Potential
u_003410,u_003410@example.com,1,1,2023-01-02,KR,Facebook Ads,2024-12-14,0,0,2024-12-11,At-Risk
u_003714,u_003714@example.com,1,1,2024-01-02,KR,googleadwords_int,2024-12-02,0,0,2024-12-30,At-Risk
u_008770,u_008770@example.com,1,1,2024-12-28,KR,organic,2024-07-15,0,0,2024-07-12,Lost
u_002686,u_002686@example.com,1,0,2022-07-13,KR,organic,2024-12-03,0,0,2024-12-22,At-Risk
u_014976,u_014976@example.com,0,0,2022-07-26,KR,referral,2024-11-09,0,0,2025-02-23,Potential
u_004437,u_004437@example.com,1,0,2023-03-25,KR,Facebook Ads,2024-11-30,0,0,2025-01-01,At-Risk
u_009934,u_009934@example.com,1,1,2024-12-23,KR,naver_search,2024-04-06,0,0,2024-02-25,Lost
u_007058,u_007058@example.com,1,1,2022-10-18,KR,Facebook Ads,2024-07-18,0,0,2024-08-06,Lost
u_013800,u_013800@example.com,1,1,2023-07-21,KR,googleadwords_int,2024-12-23,0,0,2025-03-05,Potential
u_014516,u_014516@example.com,0,0,2022-05-05,KR,googleadwords_int,2024-12-16,0,0,2025-02-18,Potential
u_002994,u_002994@example.com,1,1,2024-08-08,KR,googleadwords_int,2024-12-24,0,0,2024-12-23,At-Risk
u_000385,u_000385@example.com,0,1,2022-12-29,KR,organic,2025-03-21,7,878422,2025-03-30,Champion
u_007495,u_007495@example.com,1,1,2022-08-09,KR,organic,2024-05-19,0,0,2024-03-11,Lost
u_013574,u_013574@example.com,1,0,2022-05-02,KR,googleadwords_int,2024-12-13,0,0,2025-02-11,Potential
u_004547,u_004547@example.com,1,1,2023-09-30,KR,googleadwords_int,2024-11-10,0,0,2025-02-02,Hibernating
u_005451,u_005451@example.com,0,1,2024-08-23,KR,naver_search,2024-11-29,0,0,2025-03-01,Hibernating
u_010329,u_010329@example.com,0,0,2024-03-21,KR,Facebook Ads,2024-08-10,0,0,2024-05-23,Lost
u_011786,u_011786@example.com,1,0,2024-05-31,KR,naver_search,2024-12-28,0,0,2025-01-05,Potential
u_010698,u_010698@example.com,0,0,2025-03-10,KR,naver_search,,0,0,2025-03-28,New
u_001345,u_001345@example.com,1,0,2024-08-11,KR,organic,2025-02-20,10,961252,2025-03-24,Loyal
u_003636,u_003636@example.com,1,0,2024-12-12,KR,Facebook Ads,2024-12-05,0,0,2025-01-03,At-Risk
u_006806,u_006806@example.com,1,0,2024-12-09,기타,organic,2024-05-07,0,0,2024-07-24,Lost
u_013161,u_013161@example.com,1,1,2022-07-27,KR,naver_search,2025-01-15,3,176568,2025-02-16,Potential
u_005938,u_005938@example.com,1,0,2022-04-22,KR,googleadwords_int,2024-11-02,0,0,2025-01-02,Hibernating
u_013657,u_013657@example.com,1,1,2022-10-22,KR,organic,2024-11-25,0,0,2025-02-14,Potential
u_005796,u_005796@example.com,1,1,2023-10-25,KR,Facebook Ads,2024-11-08,0,0,2025-02-22,Hibernating
u_010539,u_010539@example.com,1,1,2025-03-14,KR,organic,,0,0,2025-03-30,New
u_004248,u_004248@example.com,0,0,2023-11-16,KR,googleadwords_int,2024-11-12,0,0,2025-01-09,At-Risk
u_010700,u_010700@example.com,1,0,2025-03-27,US,naver_search,2025-03-21,1,12108,2025-03-31,New
u_007153,u_007153@example.com,0,1,2023-12-11,JP,naver_search,2024-04-17,0,0,2024-06-25,Lost
u_006768,u_006768@example.com,0,1,2024-09-01,KR,Facebook Ads,2024-09-26,0,0,2024-04-13,Lost
u_009611,u_009611@example.com,1,0,2023-02-09,KR,naver_search,2024-07-29,0,0,2024-07-12,Lost
u_011958,u_011958@example.com,1,0,2024-02-25,KR,naver_search,2024-12-18,0,0,2025-02-17,Potential
u_002509,u_002509@example.com,1,0,2024-02-22,KR,googleadwords_int,2024-12-16,0,0,2025-01-20,At-Risk
u_009532,u_009532@example.com,0,1,2024-04-20,KR,referral,2024-08-30,0,0,2024-05-18,Lost
u_000792,u_000792@example.com,1,1,2022-07-22,KR,naver_search,2025-02-25,10,1010802,2025-03-25,Loyal
u_002163,u_002163@example.com,1,1,2023-09-15,KR,googleadwords_int,2025-02-01,4,271063,2025-03-28,Loyal
u_007729,u_007729@example.com,1,0,2023-03-11,KR,Facebook Ads,,0,0,2024-07-04,Lost
u_007529,u_007529@example.com,1,0,2024-02-23,KR,Facebook Ads,2024-03-02,0,0,2024-07-03,Lost
u_003495,u_003495@example.com,1,1,2024-02-22,KR,organic,2024-11-29,0,0,2025-02-22,At-Risk
u_012701,u_012701@example.com,0,1,2022-09-19,JP,googleadwords_int,2025-02-21,3,367697,2025-02-17,Potential
u_003143,u_003143@example.com,1,0,2024-02-01,KR,googleadwords_int,2024-10-13,0,0,2025-01-10,At-Risk
u_005753,u_005753@example.com,1,1,2024-06-06,KR,googleadwords_int,2024-12-03,0,0,2024-12-07,Hibernating
u_007204,u_007204@example.com,1,1,2023-09-24,KR,googleadwords_int,2024-09-16,0,0,2024-04-27,Lost
u_005969,u_005969@example.com,1,1,2022-12-10,KR,organic,2024-10-20,0,0,2024-12-10,Hibernating
u_010487,u_010487@example.com,0,0,2023-01-23,KR,Facebook Ads,,0,0,2024-09-21,Lost
u_002925,u_002925@example.com,0,0,2024-10-16,KR,Facebook Ads,2024-12-23,0,0,2025-01-19,At-Risk
u_005649,u_005649@example.com,1,0,2023-03-29,KR,organic,2024-11-15,0,0,2025-02-11,Hibernating
u_000133,u_000133@example.com,1,1,2024-04-02,KR,naver_search,2025-03-17,6,559303,2025-03-24,Champion
u_001088,u_001088@example.com,1,1,2023-07-29,KR,googleadwords_int,2025-01-19,8,780618,2025-03-29,Loyal
u_000345,u_000345@example.com,0,1,2023-10-05,KR,naver_search,2025-03-20,6,981070,2025-03-25,Champion
u_002143,u_002143@example.com,1,1,2024-08-07,KR,Facebook Ads,2025-01-19,9,870216,2025-03-21,Loyal
u_000472,u_000472@example.com,1,0,2023-01-06,KR,googleadwords_int,2025-03-27,6,575462,2025-03-22,Champion
u_000717,u_000717@example.com,1,1,2024-05-07,KR,Facebook Ads,2025-02-17,7,1684116,2025-03-26,Champion
u_011043,u_011043@example.com,0,1,2025-03-08,KR,organic,,0,0,2025-03-23,New
u_005651,u_005651@example.com,1,0,2023-01-14,KR,organic,2024-12-03,0,0,2025-01-17,Hibernating
u_000308,u_000308@example.com,1,0,2023-06-18,KR,organic,2025-02-11,6,892585,2025-03-23,Champion
u_012209,u_012209@example.com,1,1,2023-10-06,KR,naver_search,2025-02-25,2,169578,2025-01-16,Potential
u_009332,u_009332@example.com,1,0,2024-05-17,KR,Facebook Ads,,0,0,2024-04-01,Lost
u_008788,u_008788@example.com,1,1,2024-12-21,KR,Facebook Ads,2024-07-21,0,0,2024-04-25,Lost
u_011269,u_011269@example.com,1,1,2025-03-20,KR,naver_search,,0,0,2025-03-30,New
u_010720,u_010720@example.com,1,1,2025-03-04,KR,organic,2025-03-29,1,59814,2025-03-26,New
u_013042,u_013042@example.com,1,1,2023-10-14,KR,googleadwords_int,2024-11-09,0,0,2025-02-09,Potential
u_003033,u_003033@example.com,1,0,2024-11-02,KR,Facebook Ads,2024-10-27,0,0,2025-01-30,At-Risk
u_001079,u_001079@example.com,1,0,2024-02-21,KR,googleadwords_int,2025-02-05,6,892903,2025-03-26,Loyal
u_014219,u_014219@example.com,1,1,2023-12-24,KR,Facebook Ads,2024-12-20,0,0,2025-02-18,Potential
u_011070,u_011070@example.com,0,0,2025-03-28,KR,googleadwords_int,2025-03-31,1,54476,2025-03-22,New
u_011530,u_011530@example.com,0,1,2025-03-30,KR,organic,2025-03-16,1,51270,2025-03-30,New
u_013447,u_013447@example.com,0,1,2022-05-04,KR,googleadwords_int,2025-02-24,3,159805,2025-01-27,Potential
u_003697,u_003697@example.com,1,1,2023-10-05,KR,organic,2024-10-27,0,0,2024-12-04,At-Risk
u_011999,u_011999@example.com,1,0,2024-12-26,KR,organic,2025-01-15,1,90583,2025-01-07,Potential
u_014792,u_014792@example.com,1,1,2024-10-19,KR,Facebook Ads,2025-02-22,3,332910,2025-01-29,Potential
u_008660,u_008660@example.com,1,1,2023-12-27,KR,referral,2024-09-13,0,0,2024-07-03,Lost
u_004956,u_004956@example.com,1,1,2023-01-13,KR,organic,2024-11-28,0,0,2024-12-24,Hibernating
u_005717,u_005717@example.com,1,0,2023-07-04,KR,naver_search,2024-12-05,0,0,2025-01-06,Hibernating
u_004221,u_004221@example.com,1,0,2023-03-18,KR,googleadwords_int,2024-12-25,0,0,2025-02-02,At-Risk
u_003393,u_003393@example.com,0,0,2025-01-13,KR,naver_search,2024-10-25,0,0,2025-01-22,At-Risk
u_010247,u_010247@example.com,1,1,2024-03-12,KR,Facebook Ads,2024-03-27,0,0,2024-09-25,Lost
u_005326,u_005326@example.com,1,1,2022-09-15,KR,googleadwords_int,2024-11-21,0,0,2025-02-02,Hibernating
u_006834,u_006834@example.com,1,0,2022-04-26,KR,naver_search,,0,0,2024-04-08,Lost
u_003527,u_003527@example.com,0,1,2022-12-30,KR,googleadwords_int,2024-11-29,0,0,2024-12-20,At-Risk
u_007661,u_007661@example.com,1,1,2022-05-12,KR,googleadwords_int,2024-03-07,0,0,2024-03-30,Lost
u_002612,u_002612@example.com,1,1,2024-11-16,KR,Facebook Ads,2024-12-03,0,0,2024-12-17,At-Risk
u_000615,u_000615@example.com,0,1,2023-02-27,KR,organic,2025-03-06,10,1392788,2025-03-31,Champion
u_006933,u_006933@example.com,0,0,2022-08-04,KR,googleadwords_int,2024-10-01,0,0,2024-09-05,Lost
u_013293,u_013293@example.com,1,1,2024-11-22,KR,naver_search,2024-12-28,0,0,2025-02-16,Potential
u_008787,u_008787@example.com,0,0,2022-07-22,KR,naver_search,,0,0,2024-05-03,Lost
u_003305,u_003305@example.com,0,1,2024-08-24,KR,googleadwords_int,2024-10-07,0,0,2025-03-01,At-Risk
u_011090,u_011090@example.com,1,1,2025-03-26,KR,Facebook Ads,,0,0,2025-03-27,New
u_000190,u_000190@example.com,0,1,2024-05-26,KR,naver_search,2025-02-07,4,549296,2025-03-27,Champion
u_011361,u_011361@example.com,0,0,2025-03-29,KR,googleadwords_int,2025-03-28,1,64264,2025-03-30,New
u_010982,u_010982@example.com,1,1,2025-03-30,KR,organic,,0,0,2025-03-30,New
u_006561,u_006561@example.com,0,0,2023-01-22,KR,naver_search,2024-07-24,0,0,2024-10-02,Lost
u_005110,u_005110@example.com,1,0,2024-10-25,KR,googleadwords_int,2024-11-20,0,0,2025-02-09,Hibernating
u_011389,u_011389@example.com,1,0,2025-03-09,KR,googleadwords_int,2025-03-29,1,43248,2025-03-23,New
u_001673,u_001673@example.com,1,0,2025-01-05,KR,googleadwords_int,2025-02-24,8,937139,2025-03-24,Loyal
u_010694,u_010694@example.com,1,1,2025-03-29,KR,googleadwords_int,,0,0,2025-03-28,New
u_008208,u_008208@example.com,1,0,2024-03-09,KR,naver_search,,0,0,2024-08-02,Lost
u_001742,u_001742@example.com,1,1,2022-11-12,KR,naver_search,2025-02-12,5,254619,2025-03-30,Loyal
u_003444,u_003444@example.com,1,1,2024-09-02,KR,Facebook Ads,2024-12-03,0,0,2024-12-13,At-Risk
u_011172,u_011172@example.com,1,1,2025-03-10,KR,googleadwords_int,,0,0,2025-03-28,New
u_005674,u_005674@example.com,1,0,2024-05-25,KR,organic,2024-11-08,0,0,2025-02-01,Hibernating
u_009962,u_009962@example.com,1,1,2023-06-28,KR,Facebook Ads,,0,0,2024-07-05,Lost
u_006347,u_006347@example.com,1,1,2023-04-09,KR,naver_search,,0,0,2024-08-06,Lost
u_012797,u_012797@example.com,1,1,2022-10-30,KR,naver_search,2024-12-28,0,0,2025-02-19,Potential
u_000521,u_000521@example.com,1,0,2024-07-30,KR,naver_search,2025-03-01,6,923612,2025-03-29,Champion
u_011821,u_011821@example.com,1,1,2024-08-30,KR,referral,2024-12-14,0,0,2025-01-03,Potential
u_006387,u_006387@example.com,1,1,2024-03-06,KR,organic,,0,0,2024-09-25,Lost
u_004979,u_004979@example.com,1,0,2022-11-03,US,organic,2024-11-30,0,0,2025-02-03,Hibernating
u_014294,u_014294@example.com,1,0,2024-01-01,KR,referral,2025-01-21,2,122869,2025-01-22,Potential
u_014824,u_014824@example.com,1,0,2022-08-22,KR,naver_search,2024-11-28,0,0,2025-03-05,Potential
u_004250,u_004250@example.com,1,0,2022-09-06,KR,naver_search,2024-10-15,0,0,2024-12-23,At-Risk
u_005816,u_005816@example.com,1,1,2022-04-18,KR,Facebook Ads,2024-11-13,0,0,2024-12-14,Hibernating
u_000803,u_000803@example.com,1,0,2024-01-01,US,Facebook Ads,2025-01-13,9,1113731,2025-03-25,Loyal
u_004694,u_004694@example.com,0,0,2023-04-21,KR,googleadwords_int,2024-11-22,0,0,2025-02-09,Hibernating
u_001558,u_001558@example.com,1,1,2022-10-03,KR,Facebook Ads,2025-01-06,7,651576,2025-03-28,Loyal
u_014728,u_014728@example.com,1,1,2024-03-30,KR,googleadwords_int,2025-01-06,3,113658,2025-01-22,Potential
u_010273,u_010273@example.com,1,1,2024-07-22,KR,Facebook Ads,2024-02-09,0,0,2024-02-29,Lost
u_012385,u_012385@example.com,1,1,2022-04-23,KR,googleadwords_int,2024-12-14,0,0,2025-03-16,Potential
u_011817,u_011817@example.com,1,1,2024-10-11,KR,googleadwords_int,2025-02-27,3,219455,2025-02-07,Potential
u_007992,u_007992@example.com,1,1,2024-02-20,KR,organic,,0,0,2024-06-05,Lost
u_011689,u_011689@example.com,1,1,2025-03-08,KR,Facebook Ads,2025-03-21,1,71594,2025-03-30,New
u_013127,u_013127@example.com,1,0,2024-07-05,KR,organic,2024-12-28,0,0,2025-02-06,Potential
u_005471,u_005471@example.com,1,1,2023-09-06,JP,naver_search,2024-12-06,0,0,2025-02-08,Hibernating
u_014145,u_014145@example.com,1,1,2022-07-28,KR,organic,2025-02-10,1,57886,2025-02-17,Potential
u_000862,u_000862@example.com,1,0,2023-08-25,US,googleadwords_int,2025-02-19,5,610938,2025-03-30,Loyal
u_013526,u_013526@example.com,0,0,2022-05-20,KR,naver_search,2025-02-28,2,221495,2025-03-12,Potential
u_003969,u_003969@example.com,0,0,2023-04-08,KR,Facebook Ads,2024-12-04,0,0,2024-12-19,At-Risk
u_006508,u_006508@example.com,0,0,2025-01-10,KR,organic,2024-07-13,0,0,2024-03-10,Lost
u_000991,u_000991@example.com,0,0,2024-11-19,KR,googleadwords_int,2025-02-23,6,903137,2025-03-23,Loyal
u_001364,u_001364@example.com,1,1,2022-05-04,KR,organic,2025-02-06,8,966904,2025-03-27,Loyal
u_008693,u_008693@example.com,1,0,2024-08-29,KR,Facebook Ads,2024-07-10,0,0,2024-03-30,Lost
u_014642,u_014642@example.com,1,1,2022-07-13,KR,Facebook Ads,2025-02-23,1,64747,2025-02-26,Potential
u_011149,u_011149@example.com,1,0,2025-03-25,KR,googleadwords_int,,0,0,2025-03-25,New
u_014235,u_014235@example.com,1,1,2023-07-21,KR,Facebook Ads,2024-12-09,0,0,2025-02-22,Potential
u_001668,u_001668@example.com,0,0,2023-08-24,KR,Facebook Ads,2025-02-18,8,617546,2025-03-24,Loyal
u_006920,u_006920@example.com,1,1,2023-05-15,KR,referral,2024-04-21,0,0,2024-06-17,Lost
u_008711,u_008711@example.com,1,0,2022-11-19,KR,naver_search,2024-05-02,0,0,2024-05-28,Lost
u_007743,u_007743@example.com,1,1,2024-07-08,KR,Facebook Ads,2024-06-16,0,0,2024-09-02,Lost
u_008006,u_008006@example.com,0,1,2024-10-22,KR,Facebook Ads,,0,0,2024-02-28,Lost
u_007071,u_007071@example.com,1,1,2023-03-12,KR,organic,2024-07-06,0,0,2024-07-14,Lost
u_001584,u_001584@example.com,1,1,2025-01-16,KR,naver_search,2025-01-21,7,728381,2025-03-23,Loyal
u_011683,u_011683@example.com,1,1,2025-03-12,KR,Facebook Ads,2025-03-26,1,62728,2025-03-25,New
u_009711,u_009711@example.com,1,1,2023-06-05,KR,Facebook Ads,2024-09-28,0,0,2024-07-29,Lost
u_014356,u_014356@example.com,1,0,2024-06-27,KR,referral,2024-11-23,0,0,2025-01-01,Potential
u_002025,u_002025@example.com,0,1,2024-07-14,KR,Facebook Ads,2025-01-23,8,498552,2025-03-28,Loyal
u_001779,u_001779@example.com,0,0,2024-07-11,KR,naver_search,2025-02-23,10,1150480,2025-03-25,Loyal
u_001979,u_001979@example.com,1,1,2024-07-09,KR,Facebook Ads,2025-02-20,7,477336,2025-03-26,Loyal
u_012028,u_012028@example.com,1,1,2024-11-14,KR,Facebook Ads,2025-01-08,1,115982,2025-03-15,Potential
u_014320,u_014320@example.com,1,1,2022-05-03,KR,naver_search,2024-12-15,0,0,2025-03-11,Potential
u_006584,u_006584@example.com,1,1,2023-05-07,기타,Facebook Ads,2024-04-22,0,0,2024-06-30,Lost
u_003583,u_003583@example.com,1,1,2022-04-09,KR,Facebook Ads,2024-11-21,0,0,2025-02-08,At-Risk
u_010556,u_010556@example.com,1,1,2025-03-06,KR,naver_search,,0,0,2025-03-27,New
u_003929,u_003929@example.com,1,1,2022-05-21,KR,Facebook Ads,2024-11-07,0,0,2025-02-14,At-Risk
u_014934,u_014934@example.com,1,1,2023-11-08,KR,naver_search,2024-11-30,0,0,2025-01-22,Potential
u_006814,u_006814@example.com,1,0,2024-09-15,KR,naver_search,2024-02-11,0,0,2024-05-08,Lost
u_014487,u_014487@example.com,1,0,2024-06-27,KR,googleadwords_int,2025-02-02,1,74221,2025-02-21,Potential
u_008220,u_008220@example.com,1,0,2023-09-07,KR,googleadwords_int,,0,0,2024-06-29,Lost
u_003245,u_003245@example.com,1,1,2023-09-11,KR,googleadwords_int,2024-10-09,0,0,2025-01-14,At-Risk
u_007692,u_007692@example.com,1,1,2022-11-12,KR,organic,,0,0,2024-09-24,Lost
u_006005,u_006005@example.com,0,0,2022-05-01,KR,organic,,0,0,2024-04-03,Lost
u_013780,u_013780@example.com,1,0,2023-07-05,KR,Facebook Ads,2024-11-14,0,0,2025-03-19,Potential
u_006667,u_006667@example.com,1,0,2022-04-06,KR,Facebook Ads,2024-04-25,0,0,2024-04-22,Lost
